time,AT_windspeed,AT_temperature,CH_windspeed,CH_temperature,DE_windspeed,DE_temperature,NL_windspeed,NL_temperature,PL_windspeed,PL_temperature
2008-08-07T13:00:00Z,3.56,26.78,5.47,24.037,5.96023,28.582,5.14,22.418,3.17,27.488
2008-08-07T14:00:00Z,3.64,26.711,5.09,23.491,6.203607,27.745,6.17,21.418,3.23,27.651
2008-08-07T15:00:00Z,3.57,26.418,4.49,22.617,5.973491,26.786,6.92,20.864,3.42,27.47
2008-08-07T16:00:00Z,3.38,26.006,3.57,21.511,5.732597,25.959,7.13,20.71,3.65,26.925
2008-08-07T17:00:00Z,3.02,24.83,2.87,20.438,5.421254,24.935,6.79,20.548,3.62,25.858
2008-08-07T18:00:00Z,2.42,22.627,2.18,19.541,4.480674,23.376,5.88,19.996,3.01,23.179
2008-08-07T19:00:00Z,2.58,20.382,2.11,17.821,4.030272,21.662,4.72,19.031,3.57,20.805
2008-08-07T20:00:00Z,2.93,19.35,2.2,17.038,4.375612,20.698,4.08,17.953,4.32,20.124
2008-08-07T21:00:00Z,3.16,18.627,2.2,16.621,4.483617,19.987,4.17,17.519,4.73,19.377
2008-08-07T22:00:00Z,3.11,17.993,2.47,16.364,4.456443,19.292,4.09,17.15,4.86,18.6
2008-08-07T23:00:00Z,3.15,17.318,2.64,16.109,4.396199,18.607,3.99,16.71,4.96,17.999
2008-08-08T00:00:00Z,3.24,16.735,2.72,15.765,4.308273,18.012,3.93,16.269,4.96,17.442
2008-08-08T01:00:00Z,2.97,16.318,2.75,15.352,4.146407,17.484,3.85,15.896,4.91,16.942
2008-08-08T02:00:00Z,2.63,16.109,2.81,14.86,3.893592,16.979,3.84,15.675,4.92,16.543
2008-08-08T03:00:00Z,2.61,16.038,2.74,14.302,3.593581,16.488,3.92,15.573,4.8,16.178
2008-08-08T04:00:00Z,2.78,15.974,2.81,13.788,3.495706,16.128,4.15,15.576,4.69,16.069
2008-08-08T05:00:00Z,2.49,16.156,3.1,13.414,3.865983,16.105,4.25,15.569,4.85,17.185
2008-08-08T06:00:00Z,2.35,17.075,3.93,13.932,4.538601,16.6,4.69,16.188,4.71,18.928
2008-08-08T07:00:00Z,2.34,18.453,4.86,14.538,5.195489,17.343,5.04,17.115,5.28,21.19
2008-08-08T08:00:00Z,2.48,20.057,5.61,15.385,5.780068,18.33,5.61,18.14,5.68,22.896
2008-08-08T09:00:00Z,2.66,21.225,6.18,16.476,6.252826,19.394,5.98,18.936,6.02,23.882
2008-08-08T10:00:00Z,2.81,21.882,6.55,17.446,6.572339,20.283,6.05,19.44,6.31,24.37
2008-08-08T11:00:00Z,2.88,22.074,6.72,18.123,6.779625,20.876,6.02,19.78,6.47,24.53
2008-08-08T12:00:00Z,2.82,21.999,6.85,18.431,6.947289,21.197,6.1,19.976,6.52,24.538
2008-08-08T13:00:00Z,2.7,21.615,6.84,18.27,7.036283,21.226,6.56,19.978,6.45,24.342
2008-08-08T14:00:00Z,2.7,21.031,6.6,17.845,7.002815,20.934,7.29,19.727,6.27,23.964
2008-08-08T15:00:00Z,2.75,20.319,6.17,17.422,6.835542,20.497,7.86,19.186,5.94,23.414
2008-08-08T16:00:00Z,2.48,19.576,5.71,16.982,6.60119,19.989,8.08,18.722,5.4,22.782
2008-08-08T17:00:00Z,2.32,18.402,5.1,16.306,6.268978,19.309,7.87,18.216,4.39,22.042
2008-08-08T18:00:00Z,2.84,16.849,4.04,15.25,5.533809,18.332,7.15,17.474,3.11,20.634
2008-08-08T19:00:00Z,3.8,15.391,2.87,13.597,4.629551,16.893,6.05,16.309,2.83,19.024
2008-08-08T20:00:00Z,4.49,14.339,2.71,12.501,4.512653,15.77,5.13,15.042,3.01,18.463
2008-08-08T21:00:00Z,4.18,13.693,2.75,11.967,4.597003,15.055,4.72,14.401,3.26,18.038
2008-08-08T22:00:00Z,3.5,13.499,2.62,11.508,4.495093,14.468,4.3,13.823,3.36,17.537
2008-08-08T23:00:00Z,3.28,13.509,2.66,11.379,4.396454,13.97,4.04,13.328,3.37,17.042
2008-08-09T00:00:00Z,3.56,13.363,2.71,11.43,4.36187,13.517,3.94,12.939,3.33,16.589
2008-08-09T01:00:00Z,3.54,13.082,2.66,11.377,4.337814,13.114,3.89,12.651,3.29,16.161
2008-08-09T02:00:00Z,3.78,12.972,2.52,11.291,4.273142,12.707,3.83,12.467,3.14,15.742
2008-08-09T03:00:00Z,3.77,12.745,2.44,11.265,4.172662,12.325,3.74,12.217,3.14,15.387
2008-08-09T04:00:00Z,3.56,12.397,2.25,11.271,3.964892,11.927,3.66,12.071,3.41,15.276
2008-08-09T05:00:00Z,3.42,12.536,2.05,11.307,4.01617,12.006,3.45,12.238,3.93,15.758
2008-08-09T06:00:00Z,3.88,13.425,2.16,12.159,4.441213,13.046,3.32,14.016,4.17,16.564
2008-08-09T07:00:00Z,4.62,14.64,2.42,13.331,4.652952,14.498,3.61,15.593,4.55,17.631
2008-08-09T08:00:00Z,5.04,16.088,2.5,14.763,4.831948,16.029,3.59,16.694,4.89,18.424
2008-08-09T09:00:00Z,5.1,17.279,2.4,16.122,4.937637,17.45,3.7,17.662,5.27,18.97
2008-08-09T10:00:00Z,5.04,18.052,2.48,17.371,5.027695,18.518,4.09,18.528,5.66,19.41
2008-08-09T11:00:00Z,5.03,18.635,2.73,18.302,5.152063,19.39,4.71,19.313,5.98,19.805
2008-08-09T12:00:00Z,5.05,18.961,2.93,18.976,5.198124,20.105,5.36,19.934,6.22,20.123
2008-08-09T13:00:00Z,5.08,19.074,3.06,19.376,5.180193,20.568,5.87,20.381,6.42,20.302
2008-08-09T14:00:00Z,4.96,19.006,3.07,19.543,5.091534,20.788,6.23,20.704,6.52,20.354
2008-08-09T15:00:00Z,4.72,18.855,2.94,19.526,4.944453,20.808,6.51,20.855,6.45,20.212
2008-08-09T16:00:00Z,4.42,18.569,2.65,19.341,4.733955,20.622,6.61,20.663,6.23,19.823
2008-08-09T17:00:00Z,3.7,17.866,2.16,18.864,4.267476,20.095,6.51,20.13,5.72,19.118
2008-08-09T18:00:00Z,2.46,16.233,1.58,17.957,3.14854,19.01,6.26,19.199,4.73,17.881
2008-08-09T19:00:00Z,2.17,14.061,1.27,16.073,2.44468,16.906,6.09,18.081,4.14,16.347
2008-08-09T20:00:00Z,2.1,13.174,1.19,15.32,2.589052,15.763,6.33,17.278,4.17,15.604
2008-08-09T21:00:00Z,2.1,12.454,1.13,14.885,2.829787,15.285,6.87,16.8,4.09,14.948
2008-08-09T22:00:00Z,2.04,11.828,1.08,14.545,3.107125,14.936,7.44,16.436,3.79,14.256
2008-08-09T23:00:00Z,1.96,11.262,0.98,14.242,3.320891,14.578,7.72,16.237,3.47,13.598
2008-08-10T00:00:00Z,1.91,10.845,0.94,14.042,3.567574,14.222,7.77,16.166,3.22,13.011
2008-08-10T01:00:00Z,1.87,10.508,0.97,13.739,3.767665,13.867,7.62,16.152,3,12.454
2008-08-10T02:00:00Z,1.86,10.246,1.02,13.316,3.939746,13.629,7.64,16.252,2.85,11.947
2008-08-10T03:00:00Z,1.81,10.07,1.15,12.808,4.093933,13.521,7.62,16.298,2.75,11.489
2008-08-10T04:00:00Z,1.79,9.878,1.27,12.265,4.233918,13.388,7.73,16.283,2.73,11.303
2008-08-10T05:00:00Z,1.56,10.895,1.24,11.956,4.508941,13.63,8.02,16.2,3.31,12.843
2008-08-10T06:00:00Z,1.57,13.554,1.17,13.407,4.894934,14.775,8.37,16.136,3.27,14.771
2008-08-10T07:00:00Z,1.42,16.234,1.31,15.662,5.016436,16.205,8.48,16.172,3.7,17.568
2008-08-10T08:00:00Z,1.39,18.459,1.69,17.719,5.496792,17.831,8.63,16.578,3.96,19.279
2008-08-10T09:00:00Z,1.52,20.134,2.05,18.978,6.056546,19.164,9.19,17.624,4.06,20.477
2008-08-10T10:00:00Z,1.55,21.342,2.33,20.07,6.464409,20.249,9.7,18.919,4.13,21.464
2008-08-10T11:00:00Z,1.48,22.257,2.65,21.073,6.632084,21.243,9.89,20.041,4.21,22.28
2008-08-10T12:00:00Z,1.42,22.952,3,21.88,6.764904,22.055,10.01,20.751,4.27,22.944
2008-08-10T13:00:00Z,1.4,23.349,3.35,22.453,6.864802,22.56,10.18,21.11,4.28,23.358
2008-08-10T14:00:00Z,1.43,23.44,3.63,22.682,6.807637,22.657,10.15,21.079,4.23,23.432
2008-08-10T15:00:00Z,1.44,23.25,3.7,22.536,6.548166,22.448,9.92,20.763,4.12,23.175
2008-08-10T16:00:00Z,1.38,22.83,3.41,22.221,6.161818,22.168,9.42,20.414,3.92,22.626
2008-08-10T17:00:00Z,1.34,22.286,2.76,21.626,5.418011,21.638,8.66,19.889,3.25,21.615
2008-08-10T18:00:00Z,1.24,20.156,2.01,20.368,4.205058,20.416,7.8,19.068,2.42,19.42
2008-08-10T19:00:00Z,1.65,18.15,1.58,18.327,3.618455,18.632,6.93,17.912,2.59,17.782
2008-08-10T20:00:00Z,1.8,17.261,1.27,17.873,3.490854,17.713,6.44,16.769,2.8,17.161
2008-08-10T21:00:00Z,1.99,16.643,1.27,17.343,3.472292,17.141,6.39,16.173,3.07,16.695
2008-08-10T22:00:00Z,2.06,15.951,1.47,16.635,3.481741,16.567,6.32,15.675,3.25,16.272
2008-08-10T23:00:00Z,1.98,15.224,1.67,16.055,3.420261,16.007,6.35,15.302,3.38,15.933
2008-08-11T00:00:00Z,1.95,14.661,1.8,15.51,3.405029,15.483,6.3,14.964,3.49,15.616
2008-08-11T01:00:00Z,1.91,14.273,1.83,15.027,3.396099,15.004,6.23,14.701,3.6,15.355
2008-08-11T02:00:00Z,1.88,13.953,1.75,14.859,3.3966,14.578,6.11,14.529,3.69,15.105
2008-08-11T03:00:00Z,1.8,13.758,1.57,14.835,3.381854,14.195,6,14.506,3.71,14.816
2008-08-11T04:00:00Z,1.73,13.505,1.29,14.775,3.341541,13.848,5.87,14.441,3.7,14.597
2008-08-11T05:00:00Z,1.59,14.113,1.25,14.452,3.50847,14.096,5.98,14.442,4.05,15.335
2008-08-11T06:00:00Z,1.38,16.446,1.34,15.663,3.9472,15.706,6.36,15.077,3.89,16.656
2008-08-11T07:00:00Z,0.93,19.174,1.56,18.054,4.238188,17.707,6.83,16.145,4.04,19.183
2008-08-11T08:00:00Z,0.78,21.794,1.66,20.241,4.590533,19.581,7.3,17.316,4.3,21.801
2008-08-11T09:00:00Z,1.14,23.53,1.79,21.781,4.740599,20.979,7.38,18.387,4.48,23.619
2008-08-11T10:00:00Z,1.51,24.615,1.95,22.969,4.814452,22.031,7.34,19.228,4.61,24.926
2008-08-11T11:00:00Z,1.77,25.212,2.37,23.512,4.833206,22.866,7.13,19.761,4.67,25.836
2008-08-11T12:00:00Z,2.08,25.682,3.15,23.028,4.718648,23.559,6.79,20.152,4.63,26.397
2008-08-11T13:00:00Z,2.55,25.878,3.9,21.789,4.456838,23.787,6.42,20.435,4.47,26.702
2008-08-11T14:00:00Z,3.07,25.735,4.23,20.339,4.127514,23.585,5.97,20.569,4.23,26.708
2008-08-11T15:00:00Z,3.49,25.336,4.31,18.739,3.785273,23.079,5.24,20.479,3.91,26.444
2008-08-11T16:00:00Z,3.75,24.473,4.01,17.738,3.381751,22.405,4.45,20.229,3.55,25.892
2008-08-11T17:00:00Z,3.6,23.005,3.05,17.407,2.725269,21.484,3.66,19.786,2.74,24.886
2008-08-11T18:00:00Z,3.02,20.682,1.87,17.032,1.888404,20.303,2.65,19.156,1.88,22.706
2008-08-11T19:00:00Z,3.17,18.394,1.36,16.164,1.479949,18.988,1.81,18.092,2.06,21.157
2008-08-11T20:00:00Z,3.39,17.324,1.51,15.643,1.496191,18.185,1.22,17.761,2.45,20.243
2008-08-11T21:00:00Z,3.41,16.435,1.68,15.343,1.774261,17.374,1.17,17.47,2.92,19.323
2008-08-11T22:00:00Z,3.25,15.773,1.99,14.879,2.0355,16.626,1.83,16.687,3.14,18.603
2008-08-11T23:00:00Z,3.13,15.211,2.21,14.646,2.179858,16.127,2.34,16.065,3.2,18.022
2008-08-12T00:00:00Z,3.05,14.698,2.11,14.726,2.301136,15.699,2.75,15.618,3.27,17.488
2008-08-12T01:00:00Z,2.8,14.218,2.18,14.642,2.499993,15.351,3.18,15,3.37,17.016
2008-08-12T02:00:00Z,2.64,13.736,2.63,14.423,2.786516,15.165,3.58,14.446,3.49,16.609
2008-08-12T03:00:00Z,2.65,13.35,2.93,14.492,3.096123,15.059,4.11,14.219,3.69,16.259
2008-08-12T04:00:00Z,2.59,13.038,3.13,14.692,3.305287,14.99,4.67,14.111,4.08,16.053
2008-08-12T05:00:00Z,2.64,13.746,3.11,14.806,3.58002,15.199,4.98,14.073,4.75,16.774
2008-08-12T06:00:00Z,2.68,15.679,3.07,15.598,4.040836,15.903,5.6,14.653,5.06,18.138
2008-08-12T07:00:00Z,2.88,18.038,3.05,16.489,4.547526,16.921,6.12,15.688,5.83,20.34
2008-08-12T08:00:00Z,3.34,20.65,3.39,17.269,5.387076,18.277,7.24,16.983,6.64,22.555
2008-08-12T09:00:00Z,3.71,22.622,3.82,18.13,6.152455,19.645,8.7,18.283,6.88,24.321
2008-08-12T10:00:00Z,4.09,24.158,4.38,19.113,6.853374,20.903,9.91,19.752,6.91,25.811
2008-08-12T11:00:00Z,4.39,25.257,5.03,20.293,7.313691,21.856,11.05,21.109,6.89,26.952
2008-08-12T12:00:00Z,4.51,26.17,5.25,21.28,7.488369,22.396,11.86,21.689,6.92,27.748
2008-08-12T13:00:00Z,4.43,26.674,4.82,21.453,7.556875,22.71,11.9,21.745,6.91,28.134
2008-08-12T14:00:00Z,4.21,26.79,4.6,20.878,7.383434,22.794,11.63,21.62,6.74,28.098
2008-08-12T15:00:00Z,3.93,26.614,4.76,19.968,7.082502,22.614,11.31,21.272,6.26,27.638
2008-08-12T16:00:00Z,3.66,25.972,4.24,18.929,6.716,22.099,10.83,20.74,5.44,26.837
2008-08-12T17:00:00Z,3.11,24.751,3.48,18.07,6.08012,21.176,9.89,20.004,4.12,25.445
2008-08-12T18:00:00Z,2.48,22.353,2.87,17.232,5.324538,20.015,8.37,19.116,3.32,23.295
2008-08-12T19:00:00Z,2.6,20.104,2.47,16.15,4.618598,18.471,6.74,17.745,3.63,22.007
2008-08-12T20:00:00Z,2.75,18.9,2.46,15.365,4.479003,17.326,6.08,16.573,4.02,21.364
2008-08-12T21:00:00Z,2.85,17.894,2.57,14.771,4.648708,16.675,6.2,16.168,4.18,20.625
2008-08-12T22:00:00Z,2.89,17.2,2.58,14.289,4.973126,16.225,6.93,15.889,4.1,19.906
2008-08-12T23:00:00Z,2.91,16.68,2.76,13.755,5.204601,15.788,7.63,15.539,3.98,19.296
2008-08-13T00:00:00Z,3.17,16.429,3.33,13.21,5.357343,15.356,8.04,15.13,4.08,18.797
2008-08-13T01:00:00Z,3.28,16.208,3.27,12.546,5.419923,14.91,8.51,14.769,4.18,18.344
2008-08-13T02:00:00Z,3.13,15.894,2.91,11.836,5.567249,14.499,8.73,14.411,4.21,17.902
2008-08-13T03:00:00Z,2.91,15.459,2.79,11.275,5.637027,14.091,8.91,14.066,4.1,17.483
2008-08-13T04:00:00Z,2.47,14.86,2.66,10.683,5.504378,13.673,8.9,13.81,4.06,17.208
2008-08-13T05:00:00Z,2.38,15.047,2.41,10.259,5.545044,13.586,8.88,13.716,4.56,17.898
2008-08-13T06:00:00Z,2.73,16.311,2.51,12.027,6.082745,14.529,9.08,14.161,4.81,19.212
2008-08-13T07:00:00Z,2.88,17.817,3.2,13.633,7.192786,16.027,9.63,14.971,5.3,20.79
2008-08-13T08:00:00Z,2.83,19.195,4.01,15.074,8.102853,17.466,10.5,15.799,5.54,22.151
2008-08-13T09:00:00Z,2.62,20.396,4.45,16.518,8.545271,18.619,11.03,16.754,5.71,23.223
2008-08-13T10:00:00Z,2.35,21.166,4.72,17.635,8.855389,19.559,11.29,17.651,5.86,23.86
2008-08-13T11:00:00Z,2.07,21.796,4.91,18.475,9.026087,20.34,11.49,18.347,6.01,24.378
2008-08-13T12:00:00Z,1.81,22.353,5.03,19.091,9.127396,20.934,11.72,18.761,6.1,24.794
2008-08-13T13:00:00Z,1.65,22.646,5.09,19.414,9.12821,21.312,12.02,19.025,6.09,25.04
2008-08-13T14:00:00Z,1.67,22.634,5.1,19.457,8.988682,21.433,12.46,19.35,6.01,25.042
2008-08-13T15:00:00Z,1.66,22.263,5.03,19.197,8.717033,21.299,12.84,19.51,5.83,24.769
2008-08-13T16:00:00Z,1.54,21.634,4.83,18.692,8.325688,20.973,13,19.356,5.43,24.266
2008-08-13T17:00:00Z,1.35,20.795,4.27,17.856,7.620037,20.382,12.85,18.879,4.5,23.351
2008-08-13T18:00:00Z,1.08,19.234,2.85,16.396,6.440446,19.216,12.38,18.082,3.02,21.153
2008-08-13T19:00:00Z,1.31,17.489,2.12,14.16,5.481085,17.406,11.84,17.063,2.81,19.185
2008-08-13T20:00:00Z,1.52,16.559,1.91,13.429,5.385201,16.364,11.57,16.255,2.9,18.308
2008-08-13T21:00:00Z,1.63,15.868,1.58,13.17,5.416979,15.748,11.51,15.813,3.01,17.521
2008-08-13T22:00:00Z,1.63,15.388,1.31,12.934,5.437988,15.18,11.33,15.537,3.09,16.85
2008-08-13T23:00:00Z,1.6,15.088,1.06,12.796,5.434784,14.625,10.93,15.297,3.1,16.295
2008-08-14T00:00:00Z,1.62,14.846,1.21,12.353,5.375998,14.084,10.54,15.066,3.1,15.843
2008-08-14T01:00:00Z,1.68,14.625,1.55,11.671,5.406643,13.61,10.05,14.892,3.08,15.464
2008-08-14T02:00:00Z,1.76,14.342,1.64,11.285,5.363822,13.208,9.43,14.721,3.01,15.199
2008-08-14T03:00:00Z,1.7,14.187,1.36,11.397,5.174919,12.89,8.58,14.495,2.93,14.976
2008-08-14T04:00:00Z,1.51,14.02,1.04,11.463,4.802274,12.554,7.77,14.224,2.88,14.841
2008-08-14T05:00:00Z,1.57,14.511,0.96,11.416,4.577962,12.66,7.06,13.958,3.31,15.85
2008-08-14T06:00:00Z,2,15.894,1.11,12.216,4.707453,13.878,6.88,14.317,3.5,17.305
2008-08-14T07:00:00Z,2.11,17.798,1.47,14.034,5.048267,15.54,7.31,15.308,3.69,19.712
2008-08-14T08:00:00Z,2.22,19.261,1.74,15.591,5.413062,17.239,8.04,16.444,4.11,21.998
2008-08-14T09:00:00Z,2.26,20.947,1.83,16.679,5.500881,18.661,8.03,17.376,4.43,23.648
2008-08-14T10:00:00Z,2.26,22.401,1.93,17.6,5.51357,19.807,7.79,18.217,4.62,24.909
2008-08-14T11:00:00Z,2.26,23.445,2.2,18.314,5.500366,20.698,7.7,18.868,4.66,25.867
2008-08-14T12:00:00Z,2.39,24.16,2.51,18.725,5.32859,21.304,7.44,19.287,4.52,26.524
2008-08-14T13:00:00Z,2.59,24.575,2.59,19.013,5.064454,21.647,6.91,19.493,4.23,26.848
2008-08-14T14:00:00Z,2.74,24.599,2.44,19.086,4.666187,21.688,6.21,19.534,3.86,26.897
2008-08-14T15:00:00Z,2.77,24.297,2.28,18.808,4.153515,21.434,5.44,19.458,3.4,26.641
2008-08-14T16:00:00Z,2.68,23.832,1.96,18.247,3.598547,20.949,4.8,19.155,2.92,25.989
2008-08-14T17:00:00Z,2.3,22.955,1.85,17.535,2.879899,20.22,4.2,18.644,2.14,24.855
2008-08-14T18:00:00Z,1.78,20.93,1.71,16.489,1.984912,18.882,3.17,17.843,1.65,22.817
2008-08-14T19:00:00Z,2,19.124,1.76,14.936,2.025997,16.977,2.54,16.301,1.91,21.211
2008-08-14T20:00:00Z,2.11,18.434,1.88,14.199,2.241836,15.84,2.52,15.38,2.05,20.402
2008-08-14T21:00:00Z,2.28,17.897,2.22,13.758,2.347849,15.1,2.42,14.991,2.18,19.74
2008-08-14T22:00:00Z,2.23,17.308,2.51,13.28,2.386238,14.471,2.32,14.555,2.37,19.103
2008-08-14T23:00:00Z,2.08,16.828,2.92,12.794,2.340462,13.948,2.22,14.154,2.49,18.567
2008-08-15T00:00:00Z,1.89,16.45,3.26,12.315,2.246014,13.527,2.1,13.795,2.54,18.215
2008-08-15T01:00:00Z,1.75,16.107,3.2,11.716,2.15467,13.142,1.9,13.55,2.61,17.882
2008-08-15T02:00:00Z,1.7,15.837,3,11.226,2.086971,12.812,1.69,13.316,2.8,17.568
2008-08-15T03:00:00Z,1.6,15.638,2.69,10.883,2.128587,12.481,1.84,12.705,3.01,17.325
2008-08-15T04:00:00Z,1.61,15.348,2.37,10.571,2.214502,12.241,2.07,12.143,3.27,17.154
2008-08-15T05:00:00Z,1.67,15.721,2.21,10.39,2.242531,12.161,2.13,11.967,3.83,17.615
2008-08-15T06:00:00Z,1.93,16.77,2.72,10.708,2.387679,12.863,2.12,13.43,4.1,18.406
2008-08-15T07:00:00Z,2.15,17.688,3.13,11.115,2.561559,13.853,2.33,14.973,4.5,19.797
2008-08-15T08:00:00Z,2.62,18.705,3.35,11.54,3.016898,15.509,2.44,16.901,5.03,21.511
2008-08-15T09:00:00Z,2.98,19.728,3.28,11.963,3.493432,16.774,2.68,18.08,5.45,22.916
2008-08-15T10:00:00Z,3.25,20.427,3.19,12.159,3.769296,17.56,2.86,18.812,5.62,23.795
2008-08-15T11:00:00Z,3.41,21.036,3.14,12.345,3.958648,17.98,3.07,19.338,5.69,24.224
2008-08-15T12:00:00Z,3.31,21.286,3.03,12.4,4.134941,18.148,3.33,19.718,5.71,24.352
2008-08-15T13:00:00Z,3,21.253,3.11,12.334,4.320252,18.128,3.56,19.938,5.52,24.286
2008-08-15T14:00:00Z,2.72,21.104,3.49,12.241,4.425776,18.015,3.85,19.978,5.26,24.096
2008-08-15T15:00:00Z,2.52,20.639,3.95,12.012,4.368734,17.789,4.06,19.824,4.8,23.645
2008-08-15T16:00:00Z,2.69,19.554,3.42,11.816,4.09779,17.432,3.99,19.481,4.41,22.909
2008-08-15T17:00:00Z,3.02,17.91,3.06,11.42,3.525822,16.885,3.61,18.947,3.96,21.877
2008-08-15T18:00:00Z,3.32,16.227,2.55,10.918,2.684219,15.961,2.79,18.058,3.81,20.489
2008-08-15T19:00:00Z,3.81,14.867,2.35,10.106,2.462904,14.387,2.28,15.98,4.08,19.458
2008-08-15T20:00:00Z,4.57,13.733,2.2,9.503,2.534087,13.309,2.36,14.555,4.36,18.827
2008-08-15T21:00:00Z,4.96,12.646,2.33,9.168,2.502434,12.739,2.23,14.02,4.6,18.314
2008-08-15T22:00:00Z,4.49,11.973,2.27,8.878,2.473379,12.173,2.16,13.602,4.62,17.78
2008-08-15T23:00:00Z,4.21,11.47,2.24,8.801,2.450249,11.683,2.16,13.21,4.62,17.276
2008-08-16T00:00:00Z,4.29,10.952,2.15,8.639,2.365838,11.244,1.99,13.027,4.56,16.773
2008-08-16T01:00:00Z,4.5,10.426,1.86,8.576,2.223239,10.945,1.54,13.323,4.49,16.292
2008-08-16T02:00:00Z,4.67,9.937,1.68,8.482,2.111393,10.844,1.31,13.253,4.45,15.879
2008-08-16T03:00:00Z,4.77,9.554,1.56,8.327,1.9774,10.717,1.61,12.576,4.34,15.524
2008-08-16T04:00:00Z,4.82,9.249,1.38,8.133,1.889096,10.455,2.12,11.698,4.22,15.231
2008-08-16T05:00:00Z,4.82,9.049,1.25,7.974,1.941292,10.368,2.58,10.969,4.35,15.439
2008-08-16T06:00:00Z,4.8,9.124,1.51,8.765,2.172746,11.7,2.87,12.531,4.45,15.89
2008-08-16T07:00:00Z,4.85,9.416,2.13,10.032,2.269817,13.588,3.27,14.188,4.6,16.758
2008-08-16T08:00:00Z,4.84,9.979,2.8,11.783,2.38462,16.179,3.11,16.384,4.69,17.878
2008-08-16T09:00:00Z,4.84,10.707,3.23,13.612,2.557255,17.67,3.11,17.976,4.78,19.012
2008-08-16T10:00:00Z,4.88,11.424,3.47,15.147,2.638943,18.741,2.92,19.091,4.84,19.995
2008-08-16T11:00:00Z,5.04,12.104,3.72,16.328,2.660064,19.619,2.54,20.027,4.9,20.74
2008-08-16T12:00:00Z,5.18,12.764,4.1,17.126,2.658655,20.237,2.06,20.771,4.89,21.195
2008-08-16T13:00:00Z,5.2,13.541,4.47,17.602,2.644197,20.608,1.75,21.245,4.86,21.308
2008-08-16T14:00:00Z,5.07,14.211,4.71,17.746,2.624687,20.722,1.89,21.416,4.92,21.042
2008-08-16T15:00:00Z,4.76,14.344,4.74,17.603,2.597693,20.574,2.29,21.421,4.98,20.399
2008-08-16T16:00:00Z,4.38,14.13,4.5,17.211,2.569782,20.219,2.6,21.186,4.89,19.467
2008-08-16T17:00:00Z,3.72,13.631,3.92,16.417,2.417055,19.542,2.66,20.514,4.64,18.322
2008-08-16T18:00:00Z,2.79,12.296,2.84,14.87,1.880822,18.002,2.57,19.229,4.33,17.239
2008-08-16T19:00:00Z,2.64,10.701,2.37,12.7,2.18541,15.602,3.15,17.416,4.17,16.456
2008-08-16T20:00:00Z,2.63,10.1,2.27,12.02,2.449947,14.482,3.71,16.224,4.14,15.906
2008-08-16T21:00:00Z,2.57,9.641,2.17,11.685,2.550583,13.763,4.05,15.629,4.19,15.422
2008-08-16T22:00:00Z,2.43,9.287,2.01,11.403,2.578651,13.154,4.39,15.361,4.21,15.018
2008-08-16T23:00:00Z,2.34,8.992,1.79,11.138,2.549765,12.652,4.8,15.135,4.18,14.614
2008-08-17T00:00:00Z,2.31,8.737,1.68,10.879,2.512422,12.213,5.08,14.74,4.27,14.22
2008-08-17T01:00:00Z,2.23,8.498,1.58,10.625,2.492172,11.845,5.08,14.23,4.32,13.839
2008-08-17T02:00:00Z,2.18,8.402,1.49,10.36,2.509842,11.497,4.96,13.802,4.47,13.522
2008-08-17T03:00:00Z,2.12,8.321,1.41,10.225,2.551642,11.184,4.75,13.445,4.61,13.241
2008-08-17T04:00:00Z,2.03,8.203,1.59,10.102,2.540008,10.909,4.52,13.197,4.82,13.003
2008-08-17T05:00:00Z,2.03,8.693,1.77,9.924,2.526088,10.985,4.42,13.104,5.36,13.226
2008-08-17T06:00:00Z,1.92,10.425,1.65,11.203,2.899138,12.605,4.85,13.798,6.04,13.954
2008-08-17T07:00:00Z,1.75,12.237,2.02,13.135,2.829922,14.191,4.99,14.752,6.61,15.079
2008-08-17T08:00:00Z,1.6,14.317,2.73,14.653,3.002404,16.717,4.8,16.18,6.95,16.347
2008-08-17T09:00:00Z,1.43,15.82,3.25,15.737,3.243661,18.882,5.03,18.222,7.14,17.487
2008-08-17T10:00:00Z,1.47,16.872,3.51,16.563,3.317995,20.337,5.38,19.803,7.13,18.356
2008-08-17T11:00:00Z,1.53,17.647,3.66,17.209,3.295186,21.351,5.59,20.858,7,18.996
2008-08-17T12:00:00Z,1.52,18.194,3.75,17.677,3.265177,22.063,5.75,21.525,6.85,19.412
2008-08-17T13:00:00Z,1.45,18.553,3.77,17.928,3.22866,22.508,5.94,21.797,6.67,19.54
2008-08-17T14:00:00Z,1.33,18.667,3.72,17.974,3.177361,22.664,6,21.642,6.46,19.41
2008-08-17T15:00:00Z,1.18,18.51,3.64,17.857,3.10001,22.51,5.82,21.231,6.18,19.042
2008-08-17T16:00:00Z,1.03,18.157,3.44,17.621,2.972125,22.103,5.51,20.654,5.72,18.582
2008-08-17T17:00:00Z,0.9,17.542,2.82,17.083,2.648041,21.388,4.94,19.915,4.74,17.927
2008-08-17T18:00:00Z,0.96,15.938,1.77,15.975,1.886167,19.701,4.1,18.807,3.3,16.455
2008-08-17T19:00:00Z,1.26,14.675,1.53,14.213,1.997579,17.541,3.79,17.329,2.99,15.203
2008-08-17T20:00:00Z,1.43,13.982,1.55,13.577,2.266144,16.402,3.87,16.346,2.96,14.58
2008-08-17T21:00:00Z,1.6,13.327,1.77,12.883,2.544617,15.559,3.97,15.638,2.97,13.879
